,countyFIPS,annual_avg_emplvl
2693837,51107,169077
2695498,51109,9731
2696256,51111,2565
2696717,51113,3053
2697300,51115,1533
2697712,51117,11562
2698625,51119,3333
2699204,51121,42052
2700481,51125,4013
2701074,51127,4372
2701724,51131,4485
2702352,51133,2517
2702891,51135,5792
2703466,51137,9813
2704270,51139,5561
2704932,51141,4583
2705529,51143,12419
2706495,51145,7029
2707269,51147,9419
2708023,51149,14970
2708839,51153,130335
2710458,51155,14193
2711356,51157,1399
2711881,51159,2896
2712381,51161,38460
2713709,51163,6202
2714427,51165,33018
2715575,51167,6748
2716255,51169,4866
2716805,51171,14265
2717684,51173,12169
2718557,51175,3623
2719100,51177,36447
2720393,51179,44077
2721615,51181,2445
2721921,51183,3581
2722369,51185,14745
2723366,51187,12704
2724332,51191,20684
2725466,51193,3435
2726057,51195,11559
2726829,51197,11443
2727800,51199,21700
2728880,51510,91915
2730292,51520,9082
2731123,51530,2533
2731474,51540,40556
2732738,51550,101245
2734325,51570,10733
2735014,51580,3992
2735584,51590,26267
2736675,51595,3417
2737113,51600,19714
2738041,51610,12447
2738889,51620,4356
2739487,51630,25008
2740613,51640,5861
2741208,51650,54195
2742610,51660,31373
2743776,51670,7940
2744422,51678,4447
2744989,51680,52395
2746342,51683,22303
2747428,51685,3653
2747932,51690,9254
2748706,51700,101887
2750242,51710,142754
2751862,51720,3424
2752340,51730,13210
2753254,51735,1841
2753665,51740,44343
2754872,51750,5900
2755494,51760,155753
2757294,51770,66361
2758755,51775,20008
2759795,51790,11274
2760768,51800,31737
2761966,51810,178196
2763767,51820,9492
2764574,51830,13008
2765262,51840,25617
2766312,51999,124929
2771395,53001,8673
2772072,53003,6402
2772873,53005,89584
2774376,53007,45101
2775721,53009,23290
2777047,53011,161261
2778959,53013,1308
2779410,53015,38927
2780777,53017,12914
2781719,53019,1724
2782232,53021,34716
2783411,53023,677
2783641,53025,40328
2784923,53027,23186
2786117,53029,16671
2787305,53031,8872
2788387,53033,1393411
2790809,53035,89980
2792466,53037,15094
2793544,53039,7437
2794378,53041,26380
2795662,53043,2859
2796136,53045,14423
2797216,53047,17404
2798246,53049,6474
2799002,53051,3179
2799560,53053,310879
2801634,53055,5891
2802517,53057,52042
2804079,53059,2104
2804569,53061,287468
2806538,53063,223698
2808617,53065,10678
2809603,53067,116874
2811390,53069,738
2811761,53071,27826
2812996,53073,91253
2814804,53075,18893
2815769,53077,116232
2817392,53999,17685
2820871,54001,3442
2821403,54003,35270
2822646,54005,4753
2823172,54007,3714
2823775,54009,7730
2824432,54011,51797
2825800,54013,1151
2826115,54015,1274
2826431,54017,1675
2826760,54019,10392
2827605,54021,1861
2828007,54023,3304
2828564,54025,13115
2829560,54027,3725
2830210,54029,9443
2830959,54031,5902
2831525,54033,37160
2832740,54035,12029
2833559,54037,15521
2834558,54039,98225
2836138,54041,6237
2836835,54043,2281
2837279,54045,9774
2838081,54047,4283
2838577,54049,17698
2839614,54051,13201
2840330,54053,5365
2840988,54055,18947
2842047,54057,7828
2842735,54059,5338
2843388,54061,56778
2844650,54063,1887
2845109,54065,2787
2845663,54067,7283
2846488,54069,28616
2847615,54071,1464
2848037,54073,2701
2848444,54075,3155
2848913,54077,7259
2849658,54079,20571
2850754,54081,31444
2851970,54083,11208
2852879,54085,3181
2853342,54087,2880
2853861,54089,2071
2854318,54091,3160
2854868,54093,2580
2855325,54095,2134
2855724,54097,7339
2856532,54099,8152
2857280,54101,1644
2857665,54103,4456
2858270,54105,553
2858561,54107,35220
2859851,54109,4260
2860392,54999,28261
2864473,55001,4418
2865030,55003,8066
2865828,55005,22413
2866916,55007,4193
2867584,55009,159100
2869333,55011,3814
2869887,55013,4749
2870498,55015,13965
2871317,55017,24392
2872418,55019,11145
2873217,55021,22748
2874347,55023,7402
2875056,55025,336407
2877053,55027,35645
2878186,55029,13731
2879164,55031,15812
2880121,55033,17634
2881117,55035,58529
2882412,55037,1057
2882696,55039,47220
2883967,55041,3138
2884460,55043,17887
2885450,55045,15917
2886404,55047,6084
2887091,55049,10260
2887860,55051,1637
2888245,55053,8936
2888870,55055,33200
2890130,55057,9362
2890871,55059,66533
2892244,55061,6968
2892977,55063,69843
2894395,55065,4300
2894978,55067,7406
2895699,55069,11084
2896529,55071,33470
2897746,55073,71335
2899229,55075,18342
2900191,55077,3926
2900754,55078,2082
2900964,55079,488998
2902967,55081,20970
2903964,55083,9024
2904752,55085,16441
2905775,55087,108182
2907383,55089,42835
2908685,55091,2271
2909201,55093,10415
2910109,55095,15804
2911126,55097,33816
2912286,55099,5411
2912948,55101,75760
2914412,55103,5843
2915085,55105,67029
2916492,55107,5153
2917069,55109,34192
2918395,55111,36784
2919567,55113,6911
2920365,55115,12729
2921296,55117,61511
2922653,55119,8106
2923294,55121,14029
2924076,55123,8763
2924881,55125,7994
2925734,55127,42225
2927157,55129,5764
2927909,55131,56789
2929355,55133,243966
2931174,55135,19577
2932225,55137,6251
2932865,55139,93942
2934348,55141,38609
2935520,55999,56294
2939278,56001,15528
2940375,56003,4018
2941038,56005,24785
2942185,56007,6875
2942944,56009,5952
2943709,56011,2429
2944238,56013,15159
2945399,56015,4306
2946100,56017,1885
2946596,56019,3240
2947308,56021,46016
2948847,56023,6317
2949755,56025,38505
2951161,56027,891
2951533,56029,13729
2952725,56031,3611
2953388,56033,13317
2954522,56035,4099
2955234,56037,22275
2956354,56039,20959
2957534,56041,8219
2958411,56043,3618
2959135,56045,2269
2959699,56999,4173
2962637,72001,1597
2962946,72003,4204
2963546,72005,17322
2964384,72007,1655
2964712,72009,5468
2965182,72011,4919
2965611,72013,19890
2966480,72015,2162
2966706,72017,10269
2967138,72019,2975
2967585,72021,52391
2968784,72023,5330
2969400,72025,44256
2970540,72027,3571
2971005,72029,4761
2971522,72031,43810
2972655,72033,10390
2973208,72035,9333
2973806,72037,1148
2974130,72039,1506
2974422,72041,5753
2974981,72043,3222
2975483,72045,1611
2975786,72047,3794
2976256,72049,430
2976448,72051,8089
2977137,72053,9495
2977733,72054,1000
2977941,72055,2347
2978247,72057,9918
2978832,72059,2310
2979114,72061,48845
2980328,72063,6385
2980892,72065,8333
2981482,72067,2402
2981872,72069,14818
2982626,72071,6983
2983187,72073,2710
2983481,72075,6009
2984022,72077,6742
2984494,72079,3059
2984896,72081,3911
2985290,72083,1075
2985504,72085,7135
2985973,72087,1689
2986212,72089,1830
2986548,72091,13577
2987145,72093,1203
2987312,72095,1254
2987505,72097,28781
2988479,72099,4187
2988986,72101,2154
2989339,72103,2026
2989664,72105,2988
2990150,72107,2451
2990515,72109,1448
2990780,72111,2477
2991154,72113,44823
2992314,72115,1982
2992735,72117,1757
2993094,72119,4812
2993598,72121,3074
2993949,72123,3413
2994353,72125,8090
2994866,72127,242651
2996588,72129,3777
2997054,72131,5126
2997635,72133,5890
2998003,72135,3228
2998529,72137,12987
2999337,72139,9341
3000017,72141,3563
3000414,72143,4253
3000955,72145,7542
3001560,72147,1332
3001848,72149,3239
3002182,72151,2490
3002577,72153,5853
3003136,72999,2055
3004810,78010,14763
3005756,78020,1285
3006184,78030,17831
