state_fips,county_fips,date,lf,emp,unemp,ur
48.0,305.0,2019-05-01,"      2,797 ","      2,727 ",       70 ,     2.5
48.0,307.0,2019-05-01,"      3,471 ","      3,254 ",      217 ,     6.3
48.0,309.0,2019-05-01,"    118,574 ","    115,138 ","    3,436 ",     2.9
48.0,311.0,2019-05-01,        766 ,        757 ,        9 ,     1.2
48.0,313.0,2019-05-01,"      4,546 ","      4,377 ",      169 ,     3.7
48.0,315.0,2019-05-01,"      4,206 ","      4,055 ",      151 ,     3.6
48.0,317.0,2019-05-01,"      2,881 ","      2,825 ",       56 ,     1.9
48.0,319.0,2019-05-01,"      1,783 ","      1,732 ",       51 ,     2.9
48.0,321.0,2019-05-01,"     16,711 ","     15,897 ",      814 ,     4.9
48.0,323.0,2019-05-01,"     23,940 ","     22,264 ","    1,676 ",     7.0
48.0,325.0,2019-05-01,"     21,649 ","     21,052 ",      597 ,     2.8
48.0,327.0,2019-05-01,        861 ,        835 ,       26 ,     3.0
48.0,329.0,2019-05-01,"    106,821 ","    104,937 ","    1,884 ",     1.8
48.0,331.0,2019-05-01,"      9,769 ","      9,326 ",      443 ,     4.5
48.0,333.0,2019-05-01,"      1,869 ","      1,819 ",       50 ,     2.7
48.0,335.0,2019-05-01,"      2,335 ","      2,266 ",       69 ,     3.0
48.0,337.0,2019-05-01,"      9,371 ","      9,134 ",      237 ,     2.5
48.0,339.0,2019-05-01,"    281,724 ","    273,191 ","    8,533 ",     3.0
48.0,341.0,2019-05-01,"     11,014 ","     10,790 ",      224 ,     2.0
48.0,343.0,2019-05-01,"      4,787 ","      4,565 ",      222 ,     4.6
48.0,345.0,2019-05-01,        485 ,        471 ,       14 ,     2.9
48.0,347.0,2019-05-01,"     28,005 ","     27,118 ",      887 ,     3.2
48.0,349.0,2019-05-01,"     23,734 ","     23,059 ",      675 ,     2.8
48.0,351.0,2019-05-01,"      5,136 ","      4,862 ",      274 ,     5.3
48.0,353.0,2019-05-01,"      6,885 ","      6,711 ",      174 ,     2.5
48.0,355.0,2019-05-01,"    166,696 ","    160,625 ","    6,071 ",     3.6
48.0,357.0,2019-05-01,"      4,317 ","      4,216 ",      101 ,     2.3
48.0,359.0,2019-05-01,        923 ,        900 ,       23 ,     2.5
48.0,361.0,2019-05-01,"     36,131 ","     34,488 ","    1,643 ",     4.5
48.0,363.0,2019-05-01,"     13,651 ","     13,258 ",      393 ,     2.9
48.0,365.0,2019-05-01,"     10,053 ","      9,694 ",      359 ,     3.6
48.0,367.0,2019-05-01,"     66,708 ","     64,992 ","    1,716 ",     2.6
48.0,369.0,2019-05-01,"      4,947 ","      4,853 ",       94 ,     1.9
48.0,371.0,2019-05-01,"      6,352 ","      6,169 ",      183 ,     2.9
48.0,373.0,2019-05-01,"     17,777 ","     17,055 ",      722 ,     4.1
48.0,375.0,2019-05-01,"     55,078 ","     53,794 ","    1,284 ",     2.3
48.0,377.0,2019-05-01,"      3,061 ","      2,883 ",      178 ,     5.8
48.0,379.0,2019-05-01,"      6,034 ","      5,875 ",      159 ,     2.6
48.0,381.0,2019-05-01,"     72,095 ","     70,567 ","    1,528 ",     2.1
48.0,383.0,2019-05-01,"      1,935 ","      1,894 ",       41 ,     2.1
48.0,385.0,2019-05-01,"      1,068 ","      1,031 ",       37 ,     3.5
48.0,387.0,2019-05-01,"      5,084 ","      4,882 ",      202 ,     4.0
48.0,389.0,2019-05-01,"     11,299 ","     11,134 ",      165 ,     1.5
48.0,391.0,2019-05-01,"      3,197 ","      3,092 ",      105 ,     3.3
48.0,393.0,2019-05-01,        416 ,        403 ,       13 ,     3.1
48.0,395.0,2019-05-01,"      7,652 ","      7,407 ",      245 ,     3.2
48.0,397.0,2019-05-01,"     51,486 ","     50,039 ","    1,447 ",     2.8
48.0,399.0,2019-05-01,"      4,638 ","      4,530 ",      108 ,     2.3
48.0,401.0,2019-05-01,"     22,997 ","     22,278 ",      719 ,     3.1
48.0,403.0,2019-05-01,"      3,757 ","      3,547 ",      210 ,     5.6
48.0,405.0,2019-05-01,"      3,317 ","      3,181 ",      136 ,     4.1
48.0,407.0,2019-05-01,"     11,725 ","     11,257 ",      468 ,     4.0
48.0,409.0,2019-05-01,"     29,775 ","     28,331 ","    1,444 ",     4.8
48.0,411.0,2019-05-01,"      2,506 ","      2,434 ",       72 ,     2.9
48.0,413.0,2019-05-01,"      1,326 ","      1,291 ",       35 ,     2.6
48.0,415.0,2019-05-01,"      6,801 ","      6,606 ",      195 ,     2.9
48.0,417.0,2019-05-01,"      1,905 ","      1,865 ",       40 ,     2.1
48.0,419.0,2019-05-01,"     11,172 ","     10,798 ",      374 ,     3.3
48.0,421.0,2019-05-01,"      1,378 ","      1,350 ",       28 ,     2.0
48.0,423.0,2019-05-01,"    106,825 ","    103,662 ","    3,163 ",     3.0
48.0,425.0,2019-05-01,"      4,314 ","      4,183 ",      131 ,     3.0
48.0,427.0,2019-05-01,"     25,066 ","     23,089 ","    1,977 ",     7.9
48.0,429.0,2019-05-01,"      4,117 ","      3,999 ",      118 ,     2.9
48.0,431.0,2019-05-01,        596 ,        579 ,       17 ,     2.9
48.0,433.0,2019-05-01,        603 ,        588 ,       15 ,     2.5
48.0,435.0,2019-05-01,"      1,518 ","      1,471 ",       47 ,     3.1
48.0,437.0,2019-05-01,"      2,648 ","      2,562 ",       86 ,     3.2
48.0,439.0,2019-05-01,"  1,071,220 ","  1,039,833 ","   31,387 ",     2.9
48.0,441.0,2019-05-01,"     66,381 ","     64,675 ","    1,706 ",     2.6
48.0,443.0,2019-05-01,        394 ,        384 ,       10 ,     2.5
48.0,445.0,2019-05-01,"      5,088 ","      4,916 ",      172 ,     3.4
48.0,447.0,2019-05-01,        663 ,        644 ,       19 ,     2.9
48.0,449.0,2019-05-01,"     12,901 ","     12,417 ",      484 ,     3.8
48.0,451.0,2019-05-01,"     54,167 ","     52,694 ","    1,473 ",     2.7
