state_fips,county_fips,date,lf,emp,unemp,ur
45.0,23.0,2019-05-01,"     13,379 ","     12,862 ",      517 ,     3.9
45.0,25.0,2019-05-01,"     22,389 ","     21,789 ",      600 ,     2.7
45.0,27.0,2019-05-01,"     12,952 ","     12,481 ",      471 ,     3.6
45.0,29.0,2019-05-01,"     16,933 ","     16,426 ",      507 ,     3.0
45.0,31.0,2019-05-01,"     30,620 ","     29,624 ",      996 ,     3.3
45.0,33.0,2019-05-01,"     13,058 ","     12,574 ",      484 ,     3.7
45.0,35.0,2019-05-01,"     78,487 ","     76,563 ","    1,924 ",     2.5
45.0,37.0,2019-05-01,"     10,825 ","     10,529 ",      296 ,     2.7
45.0,39.0,2019-05-01,"      9,587 ","      9,195 ",      392 ,     4.1
45.0,41.0,2019-05-01,"     67,211 ","     65,322 ","    1,889 ",     2.8
45.0,43.0,2019-05-01,"     26,337 ","     25,460 ",      877 ,     3.3
45.0,45.0,2019-05-01,"    255,031 ","    248,920 ","    6,111 ",     2.4
45.0,47.0,2019-05-01,"     31,492 ","     30,540 ",      952 ,     3.0
45.0,49.0,2019-05-01,"      8,569 ","      8,350 ",      219 ,     2.6
45.0,51.0,2019-05-01,"    151,028 ","    146,195 ","    4,833 ",     3.2
45.0,53.0,2019-05-01,"     12,822 ","     12,503 ",      319 ,     2.5
45.0,55.0,2019-05-01,"     29,229 ","     28,423 ",      806 ,     2.8
45.0,57.0,2019-05-01,"     41,173 ","     39,866 ","    1,307 ",     3.2
45.0,59.0,2019-05-01,"     30,265 ","     29,392 ",      873 ,     2.9
45.0,61.0,2019-05-01,"      6,579 ","      6,347 ",      232 ,     3.5
45.0,63.0,2019-05-01,"    149,887 ","    146,427 ","    3,460 ",     2.3
45.0,65.0,2019-05-01,"      3,403 ","      3,311 ",       92 ,     2.7
45.0,67.0,2019-05-01,"     13,165 ","     12,665 ",      500 ,     3.8
45.0,69.0,2019-05-01,"      9,143 ","      8,763 ",      380 ,     4.2
45.0,71.0,2019-05-01,"     19,445 ","     18,957 ",      488 ,     2.5
45.0,73.0,2019-05-01,"     35,142 ","     34,195 ",      947 ,     2.7
45.0,75.0,2019-05-01,"     34,808 ","     33,376 ","    1,432 ",     4.1
45.0,77.0,2019-05-01,"     57,511 ","     55,921 ","    1,590 ",     2.8
45.0,79.0,2019-05-01,"    197,929 ","    192,519 ","    5,410 ",     2.7
45.0,81.0,2019-05-01,"      9,063 ","      8,832 ",      231 ,     2.5
45.0,83.0,2019-05-01,"    153,077 ","    149,286 ","    3,791 ",     2.5
45.0,85.0,2019-05-01,"     43,736 ","     42,343 ","    1,393 ",     3.2
45.0,87.0,2019-05-01,"     11,649 ","     11,259 ",      390 ,     3.3
45.0,89.0,2019-05-01,"     12,184 ","     11,699 ",      485 ,     4.0
45.0,91.0,2019-05-01,"    139,825 ","    136,106 ","    3,719 ",     2.7
46.0,3.0,2019-05-01,"      1,532 ","      1,492 ",       40 ,     2.6
46.0,5.0,2019-05-01,"      9,730 ","      9,443 ",      287 ,     2.9
46.0,7.0,2019-05-01,"      1,074 ","      1,018 ",       56 ,     5.2
46.0,9.0,2019-05-01,"      2,837 ","      2,752 ",       85 ,     3.0
46.0,11.0,2019-05-01,"     18,957 ","     18,334 ",      623 ,     3.3
46.0,13.0,2019-05-01,"     20,925 ","     20,309 ",      616 ,     2.9
46.0,15.0,2019-05-01,"      2,462 ","      2,386 ",       76 ,     3.1
46.0,17.0,2019-05-01,        678 ,        641 ,       37 ,     5.5
46.0,19.0,2019-05-01,"      5,019 ","      4,855 ",      164 ,     3.3
46.0,21.0,2019-05-01,        764 ,        735 ,       29 ,     3.8
46.0,23.0,2019-05-01,"      3,802 ","      3,662 ",      140 ,     3.7
46.0,25.0,2019-05-01,"      1,903 ","      1,835 ",       68 ,     3.6
46.0,27.0,2019-05-01,"      7,060 ","      6,819 ",      241 ,     3.4
46.0,29.0,2019-05-01,"     15,468 ","     14,999 ",      469 ,     3.0
46.0,31.0,2019-05-01,"      1,357 ","      1,270 ",       87 ,     6.4
46.0,33.0,2019-05-01,"      3,986 ","      3,827 ",      159 ,     4.0
46.0,35.0,2019-05-01,"     11,112 ","     10,805 ",      307 ,     2.8
46.0,37.0,2019-05-01,"      2,785 ","      2,681 ",      104 ,     3.7
46.0,39.0,2019-05-01,"      2,185 ","      2,094 ",       91 ,     4.2
46.0,41.0,2019-05-01,"      2,135 ","      2,018 ",      117 ,     5.5
46.0,43.0,2019-05-01,"      1,579 ","      1,539 ",       40 ,     2.5
46.0,45.0,2019-05-01,"      2,041 ","      1,982 ",       59 ,     2.9
46.0,47.0,2019-05-01,"      3,056 ","      2,935 ",      121 ,     4.0
46.0,49.0,2019-05-01,"      1,037 ","      1,004 ",       33 ,     3.2
46.0,51.0,2019-05-01,"      4,436 ","      4,318 ",      118 ,     2.7
46.0,53.0,2019-05-01,"      2,061 ","      1,993 ",       68 ,     3.3
46.0,55.0,2019-05-01,"      1,042 ","      1,012 ",       30 ,     2.9
46.0,57.0,2019-05-01,"      3,284 ","      3,187 ",       97 ,     3.0
46.0,59.0,2019-05-01,"      1,792 ","      1,746 ",       46 ,     2.6
46.0,61.0,2019-05-01,"      1,721 ","      1,656 ",       65 ,     3.8
46.0,63.0,2019-05-01,        712 ,        692 ,       20 ,     2.8
46.0,65.0,2019-05-01,"     10,137 ","      9,885 ",      252 ,     2.5
46.0,67.0,2019-05-01,"      3,566 ","      3,465 ",      101 ,     2.8
46.0,69.0,2019-05-01,        664 ,        642 ,       22 ,     3.3
46.0,71.0,2019-05-01,"      1,324 ","      1,265 ",       59 ,     4.5
46.0,73.0,2019-05-01,"      1,105 ","      1,075 ",       30 ,     2.7
46.0,75.0,2019-05-01,        550 ,        534 ,       16 ,     2.9
46.0,77.0,2019-05-01,"      2,683 ","      2,611 ",       72 ,     2.7
46.0,79.0,2019-05-01,"      6,755 ","      6,526 ",      229 ,     3.4
46.0,81.0,2019-05-01,"     13,292 ","     12,871 ",      421 ,     3.2
46.0,83.0,2019-05-01,"     34,548 ","     33,684 ",      864 ,     2.5
46.0,85.0,2019-05-01,"      1,676 ","      1,607 ",       69 ,     4.1
46.0,87.0,2019-05-01,"      3,058 ","      2,977 ",       81 ,     2.6
46.0,89.0,2019-05-01,        977 ,        941 ,       36 ,     3.7
46.0,91.0,2019-05-01,"      2,411 ","      2,329 ",       82 ,     3.4
46.0,93.0,2019-05-01,"     14,153 ","     13,669 ",      484 ,     3.4
46.0,95.0,2019-05-01,        732 ,        699 ,       33 ,     4.5
46.0,97.0,2019-05-01,"      1,166 ","      1,134 ",       32 ,     2.7
46.0,99.0,2019-05-01,"    112,808 ","    109,796 ","    3,012 ",     2.7
46.0,101.0,2019-05-01,"      4,005 ","      3,906 ",       99 ,     2.5
46.0,102.0,2019-05-01,"      3,486 ","      3,209 ",      277 ,     7.9
46.0,103.0,2019-05-01,"     56,795 ","     54,959 ","    1,836 ",     3.2
46.0,105.0,2019-05-01,"      1,436 ","      1,391 ",       45 ,     3.1
46.0,107.0,2019-05-01,"      1,042 ","      1,010 ",       32 ,     3.1
46.0,109.0,2019-05-01,"      4,769 ","      4,587 ",      182 ,     3.8
46.0,111.0,2019-05-01,"      1,136 ","      1,099 ",       37 ,     3.3
46.0,115.0,2019-05-01,"      3,198 ","      3,094 ",      104 ,     3.3
46.0,117.0,2019-05-01,"      1,852 ","      1,803 ",       49 ,     2.6
46.0,119.0,2019-05-01,        796 ,        773 ,       23 ,     2.9
46.0,121.0,2019-05-01,"      3,155 ","      2,981 ",      174 ,     5.5
46.0,123.0,2019-05-01,"      3,010 ","      2,929 ",       81 ,     2.7
46.0,125.0,2019-05-01,"      4,677 ","      4,549 ",      128 ,     2.7
46.0,127.0,2019-05-01,"      8,395 ","      8,138 ",      257 ,     3.1
46.0,129.0,2019-05-01,"      2,108 ","      2,004 ",      104 ,     4.9
46.0,135.0,2019-05-01,"     12,085 ","     11,749 ",      336 ,     2.8
46.0,137.0,2019-05-01,        909 ,        864 ,       45 ,     5.0
47.0,1.0,2019-05-01,"     34,922 ","     33,779 ","    1,143 ",     3.3
47.0,3.0,2019-05-01,"     21,331 ","     20,609 ",      722 ,     3.4
47.0,5.0,2019-05-01,"      7,013 ","      6,737 ",      276 ,     3.9
47.0,7.0,2019-05-01,"      4,294 ","      4,078 ",      216 ,     5.0
47.0,9.0,2019-05-01,"     63,933 ","     62,104 ","    1,829 ",     2.9
47.0,11.0,2019-05-01,"     51,293 ","     49,638 ","    1,655 ",     3.2
47.0,13.0,2019-05-01,"     14,927 ","     14,299 ",      628 ,     4.2
47.0,15.0,2019-05-01,"      6,637 ","      6,448 ",      189 ,     2.8
47.0,17.0,2019-05-01,"     12,178 ","     11,608 ",      570 ,     4.7
47.0,19.0,2019-05-01,"     24,155 ","     23,202 ",      953 ,     3.9
47.0,21.0,2019-05-01,"     22,106 ","     21,558 ",      548 ,     2.5
47.0,23.0,2019-05-01,"      8,608 ","      8,334 ",      274 ,     3.2
47.0,25.0,2019-05-01,"     13,212 ","     12,709 ",      503 ,     3.8
47.0,27.0,2019-05-01,"      2,794 ","      2,644 ",      150 ,     5.4
47.0,29.0,2019-05-01,"     15,225 ","     14,654 ",      571 ,     3.8
47.0,31.0,2019-05-01,"     25,748 ","     24,959 ",      789 ,     3.1
47.0,33.0,2019-05-01,"      6,970 ","      6,751 ",      219 ,     3.1
47.0,35.0,2019-05-01,"     23,635 ","     22,725 ",      910 ,     3.9
47.0,37.0,2019-05-01,"    408,924 ","    399,165 ","    9,759 ",     2.4
47.0,39.0,2019-05-01,"      4,590 ","      4,368 ",      222 ,     4.8
47.0,41.0,2019-05-01,"      7,885 ","      7,592 ",      293 ,     3.7
47.0,43.0,2019-05-01,"     27,297 ","     26,528 ",      769 ,     2.8
47.0,45.0,2019-05-01,"     16,412 ","     15,609 ",      803 ,     4.9
47.0,47.0,2019-05-01,"     19,205 ","     18,560 ",      645 ,     3.4
47.0,49.0,2019-05-01,"      7,495 ","      7,235 ",      260 ,     3.5
47.0,51.0,2019-05-01,"     20,077 ","     19,451 ",      626 ,     3.1
47.0,53.0,2019-05-01,"     22,200 ","     21,350 ",      850 ,     3.8
47.0,55.0,2019-05-01,"     15,076 ","     14,545 ",      531 ,     3.5
47.0,57.0,2019-05-01,"      9,546 ","      9,191 ",      355 ,     3.7
47.0,59.0,2019-05-01,"     30,198 ","     29,025 ","    1,173 ",     3.9
47.0,61.0,2019-05-01,"      5,008 ","      4,831 ",      177 ,     3.5
47.0,63.0,2019-05-01,"     28,444 ","     27,437 ","    1,007 ",     3.5
47.0,65.0,2019-05-01,"    184,908 ","    179,358 ","    5,550 ",     3.0
47.0,67.0,2019-05-01,"      2,136 ","      2,025 ",      111 ,     5.2
47.0,69.0,2019-05-01,"      9,463 ","      9,064 ",      399 ,     4.2
47.0,71.0,2019-05-01,"     10,485 ","     10,092 ",      393 ,     3.7
47.0,73.0,2019-05-01,"     24,034 ","     23,138 ",      896 ,     3.7
47.0,75.0,2019-05-01,"      7,674 ","      7,326 ",      348 ,     4.5
47.0,77.0,2019-05-01,"     12,412 ","     11,944 ",      468 ,     3.8
47.0,79.0,2019-05-01,"     14,316 ","     13,779 ",      537 ,     3.8
47.0,81.0,2019-05-01,"     11,520 ","     11,197 ",      323 ,     2.8
47.0,83.0,2019-05-01,"      3,258 ","      3,126 ",      132 ,     4.1
47.0,85.0,2019-05-01,"      9,063 ","      8,751 ",      312 ,     3.4
47.0,87.0,2019-05-01,"      4,687 ","      4,502 ",      185 ,     3.9
47.0,89.0,2019-05-01,"     24,867 ","     24,009 ",      858 ,     3.5
47.0,91.0,2019-05-01,"      7,721 ","      7,474 ",      247 ,     3.2
47.0,93.0,2019-05-01,"    246,242 ","    239,507 ","    6,735 ",     2.7
47.0,95.0,2019-05-01,"      1,753 ","      1,664 ",       89 ,     5.1
47.0,97.0,2019-05-01,"      9,800 ","      9,326 ",      474 ,     4.8
47.0,99.0,2019-05-01,"     19,351 ","     18,625 ",      726 ,     3.8
47.0,101.0,2019-05-01,"      5,199 ","      5,014 ",      185 ,     3.6
47.0,103.0,2019-05-01,"     16,881 ","     16,396 ",      485 ,     2.9
47.0,105.0,2019-05-01,"     23,563 ","     22,802 ",      761 ,     3.2
47.0,107.0,2019-05-01,"     23,660 ","     22,816 ",      844 ,     3.6
47.0,109.0,2019-05-01,"      8,490 ","      8,091 ",      399 ,     4.7
47.0,111.0,2019-05-01,"     11,266 ","     10,914 ",      352 ,     3.1
47.0,113.0,2019-05-01,"     49,515 ","     47,909 ","    1,606 ",     3.2
47.0,115.0,2019-05-01,"     12,518 ","     12,053 ",      465 ,     3.7
47.0,117.0,2019-05-01,"     15,874 ","     15,400 ",      474 ,     3.0
47.0,119.0,2019-05-01,"     49,749 ","     48,456 ","    1,293 ",     2.6
47.0,121.0,2019-05-01,"      5,265 ","      5,043 ",      222 ,     4.2
47.0,123.0,2019-05-01,"     20,377 ","     19,693 ",      684 ,     3.4
47.0,125.0,2019-05-01,"     85,927 ","     82,874 ","    3,053 ",     3.6
47.0,127.0,2019-05-01,"      3,642 ","      3,550 ",       92 ,     2.5
47.0,129.0,2019-05-01,"      7,912 ","      7,616 ",      296 ,     3.7
47.0,131.0,2019-05-01,"     12,604 ","     12,042 ",      562 ,     4.5
47.0,133.0,2019-05-01,"      9,813 ","      9,472 ",      341 ,     3.5
47.0,135.0,2019-05-01,"      3,159 ","      3,034 ",      125 ,     4.0
47.0,137.0,2019-05-01,"      2,394 ","      2,295 ",       99 ,     4.1
47.0,139.0,2019-05-01,"      7,388 ","      7,117 ",      271 ,     3.7
47.0,141.0,2019-05-01,"     35,083 ","     33,931 ","    1,152 ",     3.3
47.0,143.0,2019-05-01,"     13,302 ","     12,560 ",      742 ,     5.6
47.0,145.0,2019-05-01,"     23,571 ","     22,666 ",      905 ,     3.8
47.0,147.0,2019-05-01,"     38,268 ","     37,211 ","    1,057 ",     2.8
47.0,149.0,2019-05-01,"    186,137 ","    181,653 ","    4,484 ",     2.4
47.0,151.0,2019-05-01,"      8,475 ","      8,162 ",      313 ,     3.7
47.0,153.0,2019-05-01,"      6,201 ","      5,976 ",      225 ,     3.6
47.0,155.0,2019-05-01,"     55,529 ","     54,079 ","    1,450 ",     2.6
47.0,157.0,2019-05-01,"    449,602 ","    432,943 ","   16,659 ",     3.7
47.0,159.0,2019-05-01,"      9,511 ","      9,250 ",      261 ,     2.7
47.0,161.0,2019-05-01,"      5,535 ","      5,310 ",      225 ,     4.1
47.0,163.0,2019-05-01,"     71,307 ","     68,827 ","    2,480 ",     3.5
47.0,165.0,2019-05-01,"    103,449 ","    100,891 ","    2,558 ",     2.5
47.0,167.0,2019-05-01,"     28,348 ","     27,341 ","    1,007 ",     3.6
47.0,169.0,2019-05-01,"      5,470 ","      5,309 ",      161 ,     2.9
47.0,171.0,2019-05-01,"      7,066 ","      6,736 ",      330 ,     4.7
47.0,173.0,2019-05-01,"      7,682 ","      7,392 ",      290 ,     3.8
47.0,175.0,2019-05-01,"      2,120 ","      2,039 ",       81 ,     3.8
47.0,177.0,2019-05-01,"     16,956 ","     16,342 ",      614 ,     3.6
47.0,179.0,2019-05-01,"     60,715 ","     58,705 ","    2,010 ",     3.3
47.0,181.0,2019-05-01,"      6,330 ","      6,079 ",      251 ,     4.0
47.0,183.0,2019-05-01,"     16,162 ","     15,580 ",      582 ,     3.6
47.0,185.0,2019-05-01,"     12,329 ","     11,919 ",      410 ,     3.3
47.0,187.0,2019-05-01,"    129,758 ","    126,830 ","    2,928 ",     2.3
47.0,189.0,2019-05-01,"     77,375 ","     75,430 ","    1,945 ",     2.5
48.0,1.0,2019-05-01,"     23,658 ","     23,062 ",      596 ,     2.5
48.0,3.0,2019-05-01,"      9,918 ","      9,733 ",      185 ,     1.9
48.0,5.0,2019-05-01,"     35,464 ","     34,203 ","    1,261 ",     3.6
48.0,7.0,2019-05-01,"      9,392 ","      9,033 ",      359 ,     3.8
48.0,9.0,2019-05-01,"      4,122 ","      4,021 ",      101 ,     2.5
48.0,11.0,2019-05-01,        935 ,        912 ,       23 ,     2.5
48.0,13.0,2019-05-01,"     21,532 ","     20,831 ",      701 ,     3.3
48.0,15.0,2019-05-01,"     14,008 ","     13,585 ",      423 ,     3.0
48.0,17.0,2019-05-01,"      2,579 ","      2,489 ",       90 ,     3.5
48.0,19.0,2019-05-01,"      9,979 ","      9,693 ",      286 ,     2.9
48.0,21.0,2019-05-01,"     42,481 ","     41,399 ","    1,082 ",     2.5
48.0,23.0,2019-05-01,"      1,773 ","      1,740 ",       33 ,     1.9
48.0,25.0,2019-05-01,"      9,832 ","      9,458 ",      374 ,     3.8
48.0,27.0,2019-05-01,"    142,794 ","    137,938 ","    4,856 ",     3.4
48.0,29.0,2019-05-01,"    939,530 ","    913,425 ","   26,105 ",     2.8
48.0,31.0,2019-05-01,"      6,420 ","      6,279 ",      141 ,     2.2
48.0,33.0,2019-05-01,        428 ,        418 ,       10 ,     2.3
48.0,35.0,2019-05-01,"      8,310 ","      8,058 ",      252 ,     3.0
48.0,37.0,2019-05-01,"     39,869 ","     38,290 ","    1,579 ",     4.0
48.0,39.0,2019-05-01,"    177,805 ","    171,291 ","    6,514 ",     3.7
48.0,41.0,2019-05-01,"    118,688 ","    115,826 ","    2,862 ",     2.4
48.0,43.0,2019-05-01,"      4,264 ","      4,158 ",      106 ,     2.5
48.0,45.0,2019-05-01,        599 ,        581 ,       18 ,     3.0
48.0,47.0,2019-05-01,"      2,579 ","      2,474 ",      105 ,     4.1
48.0,49.0,2019-05-01,"     15,567 ","     15,072 ",      495 ,     3.2
48.0,51.0,2019-05-01,"      8,337 ","      8,115 ",      222 ,     2.7
48.0,53.0,2019-05-01,"     23,470 ","     22,905 ",      565 ,     2.4
48.0,55.0,2019-05-01,"     19,492 ","     18,911 ",      581 ,     3.0
48.0,57.0,2019-05-01,"     12,303 ","     11,957 ",      346 ,     2.8
48.0,59.0,2019-05-01,"      6,062 ","      5,898 ",      164 ,     2.7
48.0,61.0,2019-05-01,"    165,540 ","    157,496 ","    8,044 ",     4.9
48.0,63.0,2019-05-01,"      4,949 ","      4,768 ",      181 ,     3.7
48.0,65.0,2019-05-01,"      3,030 ","      2,960 ",       70 ,     2.3
48.0,67.0,2019-05-01,"     12,385 ","     11,901 ",      484 ,     3.9
48.0,69.0,2019-05-01,"      3,494 ","      3,406 ",       88 ,     2.5
48.0,71.0,2019-05-01,"     19,305 ","     18,521 ",      784 ,     4.1
48.0,73.0,2019-05-01,"     20,878 ","     20,205 ",      673 ,     3.2
48.0,75.0,2019-05-01,"      2,979 ","      2,911 ",       68 ,     2.3
48.0,77.0,2019-05-01,"      4,921 ","      4,784 ",      137 ,     2.8
48.0,79.0,2019-05-01,"      1,140 ","      1,108 ",       32 ,     2.8
48.0,81.0,2019-05-01,"      1,433 ","      1,388 ",       45 ,     3.1
48.0,83.0,2019-05-01,"      2,878 ","      2,779 ",       99 ,     3.4
48.0,85.0,2019-05-01,"    557,130 ","    541,551 ","   15,579 ",     2.8
48.0,87.0,2019-05-01,"      1,153 ","      1,122 ",       31 ,     2.7
48.0,89.0,2019-05-01,"      9,769 ","      9,490 ",      279 ,     2.9
48.0,91.0,2019-05-01,"     72,552 ","     70,660 ","    1,892 ",     2.6
48.0,93.0,2019-05-01,"      5,557 ","      5,402 ",      155 ,     2.8
48.0,95.0,2019-05-01,"      1,194 ","      1,154 ",       40 ,     3.4
48.0,97.0,2019-05-01,"     19,839 ","     19,366 ",      473 ,     2.4
48.0,99.0,2019-05-01,"     23,947 ","     23,105 ",      842 ,     3.5
48.0,101.0,2019-05-01,        561 ,        542 ,       19 ,     3.4
48.0,103.0,2019-05-01,"      1,570 ","      1,516 ",       54 ,     3.4
48.0,105.0,2019-05-01,"      1,652 ","      1,614 ",       38 ,     2.3
48.0,107.0,2019-05-01,"      2,526 ","      2,439 ",       87 ,     3.4
48.0,109.0,2019-05-01,"      1,046 ","      1,002 ",       44 ,     4.2
48.0,111.0,2019-05-01,"      3,942 ","      3,879 ",       63 ,     1.6
48.0,113.0,2019-05-01,"  1,348,169 ","  1,305,837 ","   42,332 ",     3.1
48.0,115.0,2019-05-01,"      4,647 ","      4,475 ",      172 ,     3.7
48.0,117.0,2019-05-01,"      8,525 ","      8,323 ",      202 ,     2.4
48.0,119.0,2019-05-01,"      2,432 ","      2,359 ",       73 ,     3.0
48.0,121.0,2019-05-01,"    488,831 ","    475,839 ","   12,992 ",     2.7
48.0,123.0,2019-05-01,"      9,693 ","      9,469 ",      224 ,     2.3
48.0,125.0,2019-05-01,        692 ,        666 ,       26 ,     3.8
48.0,127.0,2019-05-01,"      7,532 ","      7,368 ",      164 ,     2.2
48.0,129.0,2019-05-01,"      1,484 ","      1,443 ",       41 ,     2.8
48.0,131.0,2019-05-01,"      4,976 ","      4,794 ",      182 ,     3.7
48.0,133.0,2019-05-01,"      8,399 ","      8,140 ",      259 ,     3.1
48.0,135.0,2019-05-01,"     87,802 ","     85,848 ","    1,954 ",     2.2
48.0,137.0,2019-05-01,"      1,015 ",        994 ,       21 ,     2.1
48.0,139.0,2019-05-01,"     91,616 ","     89,066 ","    2,550 ",     2.8
48.0,141.0,2019-05-01,"    359,618 ","    347,269 ","   12,349 ",     3.4
48.0,143.0,2019-05-01,"     21,119 ","     20,553 ",      566 ,     2.7
48.0,145.0,2019-05-01,"      6,552 ","      6,358 ",      194 ,     3.0
48.0,147.0,2019-05-01,"     17,290 ","     16,866 ",      424 ,     2.5
48.0,149.0,2019-05-01,"     12,490 ","     12,186 ",      304 ,     2.4
48.0,151.0,2019-05-01,"      1,638 ","      1,597 ",       41 ,     2.5
48.0,153.0,2019-05-01,"      2,614 ","      2,506 ",      108 ,     4.1
48.0,155.0,2019-05-01,        576 ,        558 ,       18 ,     3.1
48.0,157.0,2019-05-01,"    389,097 ","    376,950 ","   12,147 ",     3.1
48.0,159.0,2019-05-01,"      4,678 ","      4,528 ",      150 ,     3.2
48.0,161.0,2019-05-01,"      6,344 ","      6,077 ",      267 ,     4.2
48.0,163.0,2019-05-01,"     10,545 ","     10,305 ",      240 ,     2.3
48.0,165.0,2019-05-01,"      9,910 ","      9,705 ",      205 ,     2.1
48.0,167.0,2019-05-01,"    163,966 ","    158,141 ","    5,825 ",     3.6
48.0,169.0,2019-05-01,"      2,172 ","      2,123 ",       49 ,     2.3
48.0,171.0,2019-05-01,"     13,529 ","     13,232 ",      297 ,     2.2
48.0,173.0,2019-05-01,        804 ,        790 ,       14 ,     1.7
48.0,175.0,2019-05-01,"      3,251 ","      3,160 ",       91 ,     2.8
48.0,177.0,2019-05-01,"      9,614 ","      9,390 ",      224 ,     2.3
48.0,179.0,2019-05-01,"      8,039 ","      7,784 ",      255 ,     3.2
48.0,181.0,2019-05-01,"     63,849 ","     62,095 ","    1,754 ",     2.7
48.0,183.0,2019-05-01,"     58,114 ","     56,193 ","    1,921 ",     3.3
48.0,185.0,2019-05-01,"     11,295 ","     10,904 ",      391 ,     3.5
48.0,187.0,2019-05-01,"     80,696 ","     78,578 ","    2,118 ",     2.6
48.0,189.0,2019-05-01,"     12,380 ","     11,871 ",      509 ,     4.1
48.0,191.0,2019-05-01,"      1,091 ","      1,053 ",       38 ,     3.5
48.0,193.0,2019-05-01,"      3,623 ","      3,531 ",       92 ,     2.5
48.0,195.0,2019-05-01,"      2,787 ","      2,729 ",       58 ,     2.1
48.0,197.0,2019-05-01,"      1,722 ","      1,676 ",       46 ,     2.7
48.0,199.0,2019-05-01,"     25,175 ","     24,146 ","    1,029 ",     4.1
48.0,201.0,2019-05-01,"  2,297,242 ","  2,218,425 ","   78,817 ",     3.4
48.0,203.0,2019-05-01,"     29,206 ","     28,149 ","    1,057 ",     3.6
48.0,205.0,2019-05-01,"      2,813 ","      2,775 ",       38 ,     1.4
48.0,207.0,2019-05-01,"      2,298 ","      2,228 ",       70 ,     3.0
48.0,209.0,2019-05-01,"    118,708 ","    115,883 ","    2,825 ",     2.4
48.0,211.0,2019-05-01,"      1,958 ","      1,899 ",       59 ,     3.0
48.0,213.0,2019-05-01,"     36,335 ","     35,223 ","    1,112 ",     3.1
48.0,215.0,2019-05-01,"    349,154 ","    330,272 ","   18,882 ",     5.4
48.0,217.0,2019-05-01,"     16,315 ","     15,845 ",      470 ,     2.9
48.0,219.0,2019-05-01,"     11,314 ","     11,006 ",      308 ,     2.7
48.0,221.0,2019-05-01,"     27,284 ","     26,477 ",      807 ,     3.0
48.0,223.0,2019-05-01,"     17,556 ","     17,081 ",      475 ,     2.7
48.0,225.0,2019-05-01,"     10,233 ","      9,963 ",      270 ,     2.6
48.0,227.0,2019-05-01,"     13,916 ","     13,544 ",      372 ,     2.7
48.0,229.0,2019-05-01,"      1,834 ","      1,762 ",       72 ,     3.9
48.0,231.0,2019-05-01,"     42,931 ","     41,533 ","    1,398 ",     3.3
48.0,233.0,2019-05-01,"      8,673 ","      8,355 ",      318 ,     3.7
48.0,235.0,2019-05-01,        762 ,        745 ,       17 ,     2.2
48.0,237.0,2019-05-01,"      3,493 ","      3,403 ",       90 ,     2.6
48.0,239.0,2019-05-01,"      7,533 ","      7,333 ",      200 ,     2.7
48.0,241.0,2019-05-01,"     12,782 ","     12,104 ",      678 ,     5.3
48.0,243.0,2019-05-01,"      1,066 ","      1,042 ",       24 ,     2.3
48.0,245.0,2019-05-01,"    106,124 ","    100,688 ","    5,436 ",     5.1
48.0,247.0,2019-05-01,"      1,883 ","      1,805 ",       78 ,     4.1
48.0,249.0,2019-05-01,"     16,902 ","     16,213 ",      689 ,     4.1
48.0,251.0,2019-05-01,"     81,294 ","     79,038 ","    2,256 ",     2.8
48.0,253.0,2019-05-01,"      5,697 ","      5,492 ",      205 ,     3.6
48.0,255.0,2019-05-01,"      7,091 ","      6,933 ",      158 ,     2.2
48.0,257.0,2019-05-01,"     63,817 ","     61,954 ","    1,863 ",     2.9
48.0,259.0,2019-05-01,"     21,963 ","     21,434 ",      529 ,     2.4
48.0,261.0,2019-05-01,        243 ,        237 ,        6 ,     2.5
48.0,263.0,2019-05-01,        494 ,        485 ,        9 ,     1.8
48.0,265.0,2019-05-01,"     22,313 ","     21,736 ",      577 ,     2.6
48.0,267.0,2019-05-01,"      1,863 ","      1,812 ",       51 ,     2.7
48.0,269.0,2019-05-01,        248 ,        243 ,        5 ,     2.0
48.0,271.0,2019-05-01,"      1,378 ","      1,333 ",       45 ,     3.3
48.0,273.0,2019-05-01,"     13,673 ","     13,158 ",      515 ,     3.8
48.0,275.0,2019-05-01,"      1,471 ","      1,430 ",       41 ,     2.8
48.0,277.0,2019-05-01,"     23,807 ","     23,080 ",      727 ,     3.1
48.0,279.0,2019-05-01,"      5,340 ","      5,164 ",      176 ,     3.3
48.0,281.0,2019-05-01,"      9,151 ","      8,893 ",      258 ,     2.8
48.0,283.0,2019-05-01,"      4,376 ","      4,285 ",       91 ,     2.1
48.0,285.0,2019-05-01,"      8,602 ","      8,362 ",      240 ,     2.8
48.0,287.0,2019-05-01,"     10,400 ","     10,167 ",      233 ,     2.2
48.0,289.0,2019-05-01,"      6,229 ","      5,984 ",      245 ,     3.9
48.0,291.0,2019-05-01,"     32,747 ","     31,323 ","    1,424 ",     4.3
48.0,293.0,2019-05-01,"      8,498 ","      8,208 ",      290 ,     3.4
48.0,295.0,2019-05-01,"      1,678 ","      1,640 ",       38 ,     2.3
48.0,297.0,2019-05-01,"      5,471 ","      5,316 ",      155 ,     2.8
48.0,299.0,2019-05-01,"      8,624 ","      8,357 ",      267 ,     3.1
48.0,301.0,2019-05-01,        560 ,        556 ,        4 ,     0.7
48.0,303.0,2019-05-01,"    157,583 ","    153,767 ","    3,816 ",     2.4
