area_fips,naics_code,annual_avg_emplvl,STATE
17000,314,2926,17.0
17000,315,3564,17.0
17000,316,987,17.0
17000,321,6566,17.0
17000,322,18801,17.0
17000,323,26828,17.0
17000,324,5698,17.0
17000,325,46156,17.0
17000,326,43278,17.0
17000,327,14499,17.0
17000,331,18449,17.0
17000,332,93652,17.0
17000,333,73832,17.0
17000,334,30316,17.0
17000,335,22311,17.0
17000,336,46045,17.0
17000,337,12541,17.0
17000,339,28863,17.0
17000,423,152721,17.0
17000,424,115469,17.0
17000,425,26315,17.0
17000,441,71081,17.0
17000,442,17791,17.0
17000,443,22973,17.0
17000,444,45968,17.0
17000,445,117710,17.0
17000,446,48285,17.0
17000,447,30497,17.0
17000,448,50911,17.0
17000,451,20067,17.0
17000,452,128773,17.0
17000,453,29833,17.0
17000,454,17828,17.0
17000,481,39711,17.0
17000,482,29,17.0
17000,483,2067,17.0
17000,484,75286,17.0
17000,485,40263,17.0
17000,486,992,17.0
17000,487,1104,17.0
17000,488,36584,17.0
17000,491,28223,17.0
17000,492,23799,17.0
17000,493,67336,17.0
17000,511,24824,17.0
17000,512,10241,17.0
17000,515,8203,17.0
17000,517,28236,17.0
17000,518,10824,17.0
17000,519,22845,17.0
17000,521,0,17.0
17000,522,120298,17.0
17000,523,52359,17.0
17000,524,117258,17.0
17000,525,0,17.0
17000,531,57342,17.0
17000,532,24203,17.0
17000,533,862,17.0
17000,541,419139,17.0
17000,551,92780,17.0
17000,561,424121,17.0
17000,562,15751,17.0
17000,611,532579,17.0
17000,621,259755,17.0
17000,622,272938,17.0
17000,623,142220,17.0
17000,624,133668,17.0
17000,711,18294,17.0
17000,712,10402,17.0
17000,713,97303,17.0
17000,721,54106,17.0
17000,722,470628,17.0
17000,811,56233,17.0
17000,812,59488,17.0
17000,813,80743,17.0
17000,814,12623,17.0
17000,921,142711,17.0
17000,922,49576,17.0
17000,923,19953,17.0
17000,924,6411,17.0
17000,925,3224,17.0
17000,926,24144,17.0
17000,927,3,17.0
17000,928,9350,17.0
17000,999,770,17.0
18000,111,6578,18.0
18000,112,6823,18.0
18000,113,321,18.0
18000,114,3,18.0
18000,115,1567,18.0
18000,211,141,18.0
18000,212,5373,18.0
18000,213,430,18.0
18000,221,15854,18.0
18000,236,33872,18.0
18000,237,17283,18.0
18000,238,89874,18.0
18000,311,39311,18.0
18000,312,5857,18.0
18000,313,702,18.0
18000,314,3301,18.0
18000,315,781,18.0
18000,316,602,18.0
18000,321,14333,18.0
18000,322,9933,18.0
18000,323,14852,18.0
18000,324,3422,18.0
18000,325,29979,18.0
18000,326,41198,18.0
18000,327,13953,18.0
18000,331,41884,18.0
18000,332,62162,18.0
18000,333,44098,18.0
18000,334,13308,18.0
18000,335,8852,18.0
18000,336,138022,18.0
18000,337,24754,18.0
18000,339,30532,18.0
18000,423,75174,18.0
18000,424,34958,18.0
18000,425,10647,18.0
18000,441,44708,18.0
18000,442,8975,18.0
18000,443,8345,18.0
18000,444,31350,18.0
18000,445,45316,18.0
18000,446,19896,18.0
18000,447,23487,18.0
18000,448,19989,18.0
18000,451,10784,18.0
18000,452,76249,18.0
18000,453,18180,18.0
18000,454,13915,18.0
18000,481,2977,18.0
18000,482,0,18.0
18000,483,0,18.0
18000,484,55233,18.0
18000,485,9402,18.0
18000,486,526,18.0
18000,487,131,18.0
18000,488,10837,18.0
18000,491,12252,18.0
18000,492,17582,18.0
18000,493,43363,18.0
18000,511,7781,18.0
18000,512,3485,18.0
18000,515,4043,18.0
18000,517,9738,18.0
18000,518,2593,18.0
18000,519,8073,18.0
18000,521,0,18.0
18000,522,42179,18.0
18000,523,9704,18.0
18000,524,45846,18.0
18000,525,0,18.0
18000,531,25010,18.0
18000,532,10685,18.0
18000,533,181,18.0
18000,541,119969,18.0
18000,551,34339,18.0
18000,561,180204,18.0
18000,562,9795,18.0
18000,611,250040,18.0
18000,621,147720,18.0
18000,622,150764,18.0
18000,623,80077,18.0
18000,624,59787,18.0
18000,711,7763,18.0
18000,712,2705,18.0
18000,713,32674,18.0
18000,721,23298,18.0
18000,722,245721,18.0
18000,811,30737,18.0
18000,812,26192,18.0
18000,813,29195,18.0
18000,814,2146,18.0
18000,921,81165,18.0
18000,922,11619,18.0
18000,923,11372,18.0
18000,924,4991,18.0
18000,925,275,18.0
18000,926,10030,18.0
18000,927,1,18.0
18000,928,11143,18.0
18000,999,255,18.0
19000,111,5181,19.0
19000,112,11807,19.0
19000,113,56,19.0
19000,114,24,19.0
19000,115,3578,19.0
19000,212,2382,19.0
19000,213,49,19.0
19000,221,6392,19.0
19000,236,16201,19.0
19000,237,12581,19.0
19000,238,49847,19.0
19000,311,56612,19.0
19000,312,2485,19.0
19000,313,107,19.0
19000,314,611,19.0
19000,315,885,19.0
19000,316,255,19.0
19000,321,9316,19.0
19000,322,3631,19.0
19000,323,6229,19.0
19000,324,349,19.0
19000,325,11419,19.0
19000,326,12217,19.0
19000,327,5846,19.0
19000,331,7276,19.0
19000,332,21226,19.0
19000,333,39928,19.0
19000,334,12001,19.0
19000,335,7349,19.0
19000,336,13611,19.0
19000,337,7324,19.0
19000,339,3909,19.0
19000,423,32478,19.0
19000,424,30420,19.0
19000,425,3262,19.0
19000,441,23067,19.0
19000,442,4148,19.0
19000,443,4890,19.0
19000,444,15792,19.0
19000,445,40265,19.0
19000,446,9032,19.0
19000,447,21987,19.0
19000,448,9281,19.0
19000,451,6131,19.0
19000,452,33921,19.0
19000,453,7351,19.0
19000,454,2938,19.0
19000,481,221,19.0
19000,483,143,19.0
19000,484,30859,19.0
19000,485,5146,19.0
19000,486,404,19.0
19000,487,0,19.0
19000,488,4250,19.0
19000,491,7512,19.0
19000,492,5412,19.0
19000,493,14029,19.0
19000,511,7286,19.0
19000,512,1848,19.0
19000,515,2223,19.0
19000,517,6139,19.0
19000,518,3979,19.0
19000,519,717,19.0
19000,521,0,19.0
19000,522,44446,19.0
19000,523,5165,19.0
19000,524,44691,19.0
19000,525,0,19.0
19000,531,10126,19.0
19000,532,4555,19.0
19000,533,122,19.0
19000,541,53883,19.0
19000,551,19583,19.0
19000,561,64631,19.0
19000,562,3627,19.0
19000,611,151519,19.0
19000,621,58942,19.0
19000,622,60914,19.0
19000,623,56078,19.0
19000,624,37208,19.0
19000,711,3745,19.0
19000,712,1128,19.0
19000,713,16484,19.0
19000,721,20683,19.0
19000,722,102180,19.0
19000,811,15945,19.0
19000,812,12384,19.0
19000,813,11424,19.0
19000,814,3108,19.0
19000,921,43692,19.0
19000,922,7399,19.0
19000,923,4316,19.0
19000,924,1980,19.0
19000,925,199,19.0
19000,926,5826,19.0
19000,928,1175,19.0
20000,111,3907,20.0
20000,112,7329,20.0
20000,113,5,20.0
20000,114,28,20.0
20000,115,1258,20.0
20000,211,2007,20.0
20000,212,1419,20.0
20000,213,3331,20.0
20000,221,8349,20.0
20000,236,12218,20.0
20000,237,9688,20.0
20000,238,39300,20.0
20000,311,33716,20.0
20000,312,1054,20.0
20000,313,0,20.0
20000,314,1351,20.0
20000,315,664,20.0
20000,316,0,20.0
20000,321,1699,20.0
20000,322,1816,20.0
20000,323,7590,20.0
20000,324,2280,20.0
20000,325,8394,20.0
20000,326,10283,20.0
20000,327,5085,20.0
20000,331,1810,20.0
20000,332,16048,20.0
20000,333,19484,20.0
20000,334,3737,20.0
20000,335,3544,20.0
20000,336,38592,20.0
20000,337,3473,20.0
20000,339,4298,20.0
20000,423,30070,20.0
20000,424,24428,20.0
20000,425,4643,20.0
20000,441,18854,20.0
20000,442,5328,20.0
20000,443,4428,20.0
20000,444,13405,20.0
20000,445,28177,20.0
20000,446,8324,20.0
20000,447,11704,20.0
20000,448,9342,20.0
20000,451,5852,20.0
20000,452,30097,20.0
20000,453,7551,20.0
20000,454,2812,20.0
20000,481,330,20.0
20000,484,17515,20.0
20000,485,4401,20.0
20000,486,954,20.0
20000,487,125,20.0
20000,488,6040,20.0
20000,491,6379,20.0
20000,492,8230,20.0
20000,493,15621,20.0
20000,511,4550,20.0
20000,512,1895,20.0
20000,515,1828,20.0
20000,517,7217,20.0
20000,518,1874,20.0
20000,519,3173,20.0
20000,521,0,20.0
20000,522,27029,20.0
20000,523,5926,20.0
20000,524,24746,20.0
20000,525,0,20.0
20000,531,11901,20.0
20000,532,3704,20.0
20000,533,235,20.0
20000,541,75133,20.0
20000,551,25585,20.0
20000,561,76492,20.0
20000,562,3114,20.0
20000,611,133634,20.0
20000,621,57652,20.0
20000,622,72412,20.0
20000,623,39261,20.0
20000,624,36301,20.0
20000,711,2167,20.0
20000,712,965,20.0
20000,713,18054,20.0
20000,721,11161,20.0
20000,722,101043,20.0
20000,811,11427,20.0
20000,812,11740,20.0
20000,813,9578,20.0
20000,814,1202,20.0
20000,921,51667,20.0
20000,922,7934,20.0
20000,923,7103,20.0
20000,924,2007,20.0
20000,925,510,20.0
20000,926,6122,20.0
20000,927,0,20.0
20000,928,5579,20.0
21000,111,2288,21.0
21000,112,2980,21.0
21000,113,221,21.0
21000,114,27,21.0
21000,115,3037,21.0
21000,211,518,21.0
21000,212,8055,21.0
21000,213,1464,21.0
21000,221,12670,21.0
21000,236,16557,21.0
21000,237,11820,21.0
21000,238,49678,21.0
21000,311,28008,21.0
21000,312,7577,21.0
21000,313,454,21.0
21000,314,1850,21.0
21000,315,1321,21.0
21000,316,89,21.0
21000,321,10857,21.0
21000,322,8588,21.0
21000,323,8751,21.0
21000,324,1235,21.0
21000,325,12496,21.0
21000,326,17484,21.0
21000,327,7409,21.0
21000,331,12059,21.0
21000,332,22011,21.0
21000,333,20728,21.0
21000,334,4322,21.0
21000,335,10218,21.0
21000,336,66540,21.0
21000,337,4372,21.0
21000,339,5087,21.0
21000,423,40981,21.0
21000,424,29294,21.0
21000,425,4678,21.0
21000,441,27215,21.0
21000,442,5617,21.0
21000,443,4846,21.0
21000,444,19277,21.0
21000,445,35223,21.0
21000,446,17485,21.0
21000,447,16714,21.0
21000,448,13353,21.0
21000,451,7269,21.0
21000,452,50962,21.0
21000,453,11332,21.0
21000,454,4804,21.0
21000,481,2453,21.0
21000,482,0,21.0
21000,483,2979,21.0
21000,484,23385,21.0
21000,485,3965,21.0
21000,486,853,21.0
21000,487,0,21.0
21000,488,10439,21.0
21000,491,7983,21.0
21000,492,30652,21.0
21000,493,30437,21.0
21000,511,3762,21.0
21000,512,2409,21.0
21000,515,2830,21.0
21000,517,8780,21.0
21000,518,3629,21.0
21000,519,3374,21.0
21000,521,17,21.0
21000,522,33965,21.0
21000,523,7446,21.0
21000,524,31861,21.0
21000,525,138,21.0
21000,531,12707,21.0
21000,532,6879,21.0
21000,533,45,21.0
21000,541,77480,21.0
21000,551,20015,21.0
21000,561,115639,21.0
21000,562,5511,21.0
21000,611,163694,21.0
21000,621,90056,21.0
21000,622,89827,21.0
21000,623,44769,21.0
21000,624,45059,21.0
21000,711,6112,21.0
21000,712,3702,21.0
21000,713,15708,21.0
21000,721,15784,21.0
21000,722,159046,21.0
21000,811,17296,21.0
21000,812,14698,21.0
21000,813,9590,21.0
21000,814,4941,21.0
21000,921,42693,21.0
21000,922,20203,21.0
21000,923,7358,21.0
21000,924,3040,21.0
21000,925,1572,21.0
21000,926,8310,21.0
21000,927,1,21.0
21000,928,6941,21.0
21000,999,555,21.0
22000,111,3806,22.0
22000,112,748,22.0
22000,113,2550,22.0
22000,114,452,22.0
22000,115,1655,22.0
22000,211,6384,22.0
22000,212,1223,22.0
22000,213,26779,22.0
22000,221,13678,22.0
22000,236,34723,22.0
22000,237,53890,22.0
22000,238,72120,22.0
22000,311,15715,22.0
22000,312,2528,22.0
22000,313,433,22.0
22000,314,904,22.0
22000,315,230,22.0
22000,316,144,22.0
22000,321,6792,22.0
22000,322,7095,22.0
22000,323,3048,22.0
22000,324,12030,22.0
22000,325,26269,22.0
22000,326,3566,22.0
22000,327,5567,22.0
22000,331,4017,22.0
22000,332,16862,22.0
22000,333,12874,22.0
22000,334,2253,22.0
22000,335,1103,22.0
22000,336,8559,22.0
22000,337,1200,22.0
22000,339,4337,22.0
22000,423,36423,22.0
22000,424,25432,22.0
22000,425,7740,22.0
22000,441,29459,22.0
22000,442,6037,22.0
22000,443,6241,22.0
22000,444,20411,22.0
22000,445,38264,22.0
22000,446,17096,22.0
22000,447,19890,22.0
22000,448,16934,22.0
22000,451,7630,22.0
22000,452,53440,22.0
22000,453,10498,22.0
22000,454,2079,22.0
22000,481,2622,22.0
22000,482,0,22.0
22000,483,9606,22.0
22000,484,17053,22.0
22000,485,5129,22.0
22000,486,2568,22.0
22000,487,718,22.0
22000,488,18948,22.0
22000,491,7872,22.0
22000,492,7935,22.0
22000,493,8004,22.0
22000,511,3009,22.0
22000,512,5762,22.0
22000,515,2963,22.0
22000,517,8577,22.0
22000,518,2187,22.0
22000,519,384,22.0
22000,521,0,22.0
22000,522,28685,22.0
22000,523,3904,22.0
22000,524,22164,22.0
22000,525,0,22.0
22000,531,14688,22.0
22000,532,15147,22.0
22000,533,290,22.0
22000,541,89957,22.0
22000,551,22445,22.0
22000,561,94567,22.0
22000,562,10715,22.0
22000,611,165678,22.0
22000,621,105392,22.0
22000,622,102685,22.0
22000,623,44342,22.0
22000,624,52062,22.0
22000,711,5350,22.0
22000,712,3763,22.0
22000,713,27855,22.0
22000,721,34222,22.0
22000,722,173348,22.0
22000,811,20059,22.0
22000,812,16047,22.0
22000,813,8782,22.0
22000,814,1733,22.0
22000,921,16964,22.0
22000,922,51377,22.0
22000,923,7434,22.0
22000,924,6485,22.0
22000,925,790,22.0
22000,926,7811,22.0
22000,927,24,22.0
22000,928,4183,22.0
22000,999,37,22.0
23000,111,2643,23.0
23000,112,997,23.0
23000,113,2072,23.0
23000,114,769,23.0
23000,115,433,23.0
23000,212,0,23.0
23000,213,0,23.0
23000,221,2925,23.0
23000,236,6980,23.0
23000,237,5903,23.0
23000,238,18950,23.0
23000,311,5528,23.0
23000,312,1936,23.0
23000,313,972,23.0
23000,314,841,23.0
23000,315,208,23.0
23000,316,1898,23.0
23000,321,4568,23.0
23000,322,4386,23.0
23000,323,1592,23.0
23000,324,357,23.0
23000,325,2672,23.0
23000,326,2101,23.0
23000,327,1525,23.0
23000,331,268,23.0
23000,332,4938,23.0
23000,333,2111,23.0
23000,334,2168,23.0
23000,335,418,23.0
23000,336,15860,23.0
23000,337,1261,23.0
23000,339,1948,23.0
23000,423,9584,23.0
23000,424,8506,23.0
23000,425,1371,23.0
23000,441,10642,23.0
23000,442,1677,23.0
23000,443,1742,23.0
23000,444,7843,23.0
23000,445,18743,23.0
23000,446,3747,23.0
23000,447,7413,23.0
23000,448,4314,23.0
23000,451,2747,23.0
23000,452,12577,23.0
23000,453,4393,23.0
23000,454,5060,23.0
23000,481,257,23.0
23000,482,0,23.0
23000,483,109,23.0
23000,484,5700,23.0
23000,485,2686,23.0
23000,486,74,23.0
23000,487,374,23.0
23000,488,1816,23.0
23000,491,3307,23.0
23000,492,2287,23.0
23000,493,4126,23.0
23000,511,1869,23.0
23000,512,872,23.0
23000,515,985,23.0
23000,517,2348,23.0
23000,518,601,23.0
23000,519,1222,23.0
23000,522,10922,23.0
23000,523,1451,23.0
23000,524,10566,23.0
23000,525,29,23.0
23000,531,5360,23.0
23000,532,0,23.0
23000,533,0,23.0
23000,541,27609,23.0
23000,551,11145,23.0
23000,561,28828,23.0
23000,562,2490,23.0
23000,611,58510,23.0
23000,621,30027,23.0
23000,622,34595,23.0
23000,623,23379,23.0
23000,624,19964,23.0
23000,711,1701,23.0
23000,712,904,23.0
23000,713,8715,23.0
23000,721,12199,23.0
23000,722,46793,23.0
23000,811,5964,23.0
23000,812,4574,23.0
23000,813,6334,23.0
23000,814,1255,23.0
23000,921,8176,23.0
23000,922,9063,23.0
23000,923,3720,23.0
23000,924,1506,23.0
23000,925,152,23.0
23000,926,2099,23.0
23000,928,1851,23.0
23000,999,1607,23.0
24000,111,2881,24.0
24000,112,1218,24.0
24000,113,192,24.0
24000,114,77,24.0
24000,115,962,24.0
24000,211,5,24.0
24000,212,832,24.0
24000,213,280,24.0
24000,221,9940,24.0
24000,236,36335,24.0
24000,237,16957,24.0
24000,238,109918,24.0
24000,311,15842,24.0
24000,312,3630,24.0
24000,313,365,24.0
24000,314,832,24.0
24000,315,851,24.0
24000,316,204,24.0
24000,321,2373,24.0
24000,322,2630,24.0
24000,323,7447,24.0
24000,324,835,24.0
24000,325,13159,24.0
24000,326,5998,24.0
24000,327,4018,24.0
24000,331,831,24.0
24000,332,8206,24.0
24000,333,7078,24.0
24000,334,20233,24.0
24000,335,1936,24.0
24000,336,4512,24.0
24000,337,3882,24.0
24000,339,4824,24.0
24000,423,44103,24.0
24000,424,31396,24.0
24000,425,9770,24.0
24000,441,37047,24.0
24000,442,9474,24.0
24000,443,8443,24.0
24000,444,23312,24.0
24000,445,66792,24.0
24000,446,18855,24.0
24000,447,11524,24.0
24000,448,25639,24.0
24000,451,10418,24.0
24000,452,52486,24.0
24000,453,15185,24.0
24000,454,5575,24.0
24000,481,5955,24.0
24000,482,0,24.0
24000,483,973,24.0
24000,484,16309,24.0
24000,485,12100,24.0
24000,486,0,24.0
24000,487,359,24.0
24000,488,11059,24.0
24000,491,12587,24.0
24000,492,14959,24.0
24000,493,21936,24.0
24000,511,9553,24.0
24000,512,3903,24.0
24000,515,4009,24.0
24000,517,13164,24.0
24000,518,3512,24.0
24000,519,2077,24.0
24000,521,155,24.0
24000,522,41559,24.0
24000,523,16499,24.0
24000,524,33219,24.0
24000,525,453,24.0
24000,531,34964,24.0
24000,532,11205,24.0
24000,533,300,24.0
24000,541,258599,24.0
24000,551,27381,24.0
24000,561,164028,24.0
24000,562,10331,24.0
24000,611,265164,24.0
24000,621,147749,24.0
24000,622,115799,24.0
24000,623,70789,24.0
24000,624,52840,24.0
24000,711,8264,24.0
24000,712,2731,24.0
24000,713,37524,24.0
24000,721,28479,24.0
24000,722,206329,24.0
24000,811,24992,24.0
24000,812,32677,24.0
24000,813,26780,24.0
24000,814,7801,24.0
24000,921,74295,24.0
24000,922,26788,24.0
24000,923,63757,24.0
24000,924,4349,24.0
24000,925,6420,24.0
24000,926,27024,24.0
24000,927,2845,24.0
24000,928,35369,24.0
24000,999,3,24.0
25000,111,4434,25.0
25000,112,2033,25.0
25000,113,144,25.0
25000,114,1427,25.0
25000,115,603,25.0
25000,211,0,25.0
25000,212,886,25.0
25000,213,0,25.0
25000,221,14808,25.0
25000,236,33381,25.0
25000,237,25382,25.0
25000,238,111169,25.0
25000,311,25627,25.0
25000,312,5028,25.0
25000,313,2497,25.0
25000,314,1639,25.0
25000,315,2627,25.0
25000,316,1787,25.0
25000,321,2615,25.0
25000,322,7705,25.0
25000,323,9865,25.0
25000,324,989,25.0
25000,325,16618,25.0
25000,326,12890,25.0
25000,327,5957,25.0
25000,331,2654,25.0
25000,332,31832,25.0
25000,333,17032,25.0
25000,334,53797,25.0
25000,335,8224,25.0
25000,336,12042,25.0
25000,337,3908,25.0
25000,339,19758,25.0
25000,423,65376,25.0
25000,424,43958,25.0
25000,425,15105,25.0
25000,441,38932,25.0
25000,442,10193,25.0
25000,443,7600,25.0
25000,444,25655,25.0
25000,445,100761,25.0
25000,446,26573,25.0
25000,447,12542,25.0
25000,448,32919,25.0
25000,451,13395,25.0
25000,452,50246,25.0
25000,453,18499,25.0
25000,454,16971,25.0
25000,481,8770,25.0
25000,483,697,25.0
25000,484,16433,25.0
25000,485,24372,25.0
25000,486,144,25.0
25000,487,1598,25.0
25000,488,10112,25.0
25000,491,15925,25.0
25000,492,13236,25.0
25000,493,13862,25.0
25000,511,43306,25.0
25000,512,6232,25.0
25000,515,5272,25.0
25000,517,17472,25.0
25000,518,8895,25.0
25000,519,16514,25.0
25000,521,0,25.0
25000,522,56794,25.0
25000,523,44643,25.0
25000,524,67337,25.0
25000,525,0,25.0
25000,531,35831,25.0
25000,532,11131,25.0
25000,533,553,25.0
25000,541,330158,25.0
25000,551,74139,25.0
25000,561,173954,25.0
25000,562,12694,25.0
25000,611,360462,25.0
25000,621,193323,25.0
25000,622,202802,25.0
25000,623,110133,25.0
25000,624,140968,25.0
25000,711,13086,25.0
25000,712,6759,25.0
25000,713,48943,25.0
25000,721,37080,25.0
25000,722,275654,25.0
25000,811,27440,25.0
25000,812,45230,25.0
25000,813,41410,25.0
25000,814,6489,25.0
25000,921,31034,25.0
25000,922,62393,25.0
25000,923,19566,25.0
25000,924,4629,25.0
25000,925,5473,25.0
25000,926,8399,25.0
25000,927,1,25.0
25000,928,5390,25.0
26000,111,15983,26.0
26000,112,9193,26.0
26000,113,1865,26.0
26000,114,180,26.0
26000,115,3107,26.0
26000,211,450,26.0
26000,212,3374,26.0
26000,213,1721,26.0
26000,221,22393,26.0
26000,236,41409,26.0
26000,237,22575,26.0
26000,238,109256,26.0
26000,311,38564,26.0
26000,312,8142,26.0
26000,313,587,26.0
26000,314,2334,26.0
26000,315,1471,26.0
26000,316,829,26.0
26000,321,10249,26.0
26000,322,12096,26.0
26000,323,13947,26.0
26000,324,1579,26.0
26000,325,30497,26.0
26000,326,42823,26.0
26000,327,10665,26.0
26000,331,22714,26.0
26000,332,81175,26.0
26000,333,74878,26.0
26000,334,20622,26.0
26000,335,13648,26.0
26000,336,191551,26.0
26000,337,22911,26.0
26000,339,26471,26.0
26000,423,104593,26.0
26000,424,51448,26.0
26000,425,15401,26.0
26000,441,63984,26.0
26000,442,13130,26.0
26000,443,13974,26.0
26000,444,45251,26.0
26000,445,78108,26.0
26000,446,35406,26.0
26000,447,27351,26.0
26000,448,30869,26.0
26000,451,17309,26.0
26000,452,107678,26.0
26000,453,27392,26.0
26000,454,8806,26.0
26000,481,14572,26.0
26000,483,797,26.0
26000,484,47502,26.0
26000,485,13825,26.0
26000,486,1311,26.0
26000,487,589,26.0
26000,488,15804,26.0
26000,491,21380,26.0
26000,492,14331,26.0
26000,493,20916,26.0
26000,511,13721,26.0
26000,512,6356,26.0
26000,515,4952,26.0
26000,517,17430,26.0
26000,518,6955,26.0
26000,519,11548,26.0
26000,521,245,26.0
26000,522,77378,26.0
26000,523,13012,26.0
26000,524,57353,26.0
26000,525,717,26.0
26000,531,40811,26.0
26000,532,13498,26.0
26000,533,603,26.0
26000,541,298093,26.0
26000,551,68326,26.0
26000,561,279685,26.0
26000,562,12577,26.0
26000,611,338114,26.0
26000,621,209612,26.0
26000,622,229618,26.0
26000,623,112775,26.0
26000,624,81950,26.0
26000,711,9621,26.0
26000,712,5072,26.0
26000,713,41413,26.0
26000,721,54642,26.0
26000,722,336073,26.0
26000,811,41768,26.0
26000,812,41496,26.0
26000,813,42663,26.0
26000,814,14156,26.0
26000,921,106509,26.0
26000,922,22117,26.0
26000,923,16823,26.0
26000,924,6222,26.0
26000,925,917,26.0
26000,926,11627,26.0
26000,928,9296,26.0
26000,999,8413,26.0
27000,111,7417,27.0
27000,112,10895,27.0
27000,113,850,27.0
27000,114,114,27.0
27000,115,2486,27.0
27000,211,33,27.0
27000,212,5735,27.0
27000,213,113,27.0
27000,221,13772,27.0
27000,236,27234,27.0
27000,237,19562,27.0
27000,238,78495,27.0
27000,311,47423,27.0
27000,312,4028,27.0
27000,313,366,27.0
27000,314,2948,27.0
27000,315,687,27.0
27000,316,1082,27.0
27000,321,11710,27.0
27000,322,8838,27.0
27000,323,20818,27.0
27000,324,2045,27.0
27000,325,12324,27.0
27000,326,16791,27.0
27000,327,10350,27.0
27000,331,6030,27.0
27000,332,43628,27.0
27000,333,33841,27.0
27000,334,45389,27.0
27000,335,8245,27.0
27000,336,10861,27.0
27000,337,9632,27.0
27000,339,24872,27.0
27000,423,74107,27.0
27000,424,48463,27.0
27000,425,8385,27.0
27000,441,35977,27.0
27000,442,8803,27.0
27000,443,8118,27.0
27000,444,26686,27.0
27000,445,56288,27.0
27000,446,17516,27.0
27000,447,25977,27.0
27000,448,20379,27.0
27000,451,11401,27.0
27000,452,61140,27.0
27000,453,14681,27.0
27000,454,11685,27.0
27000,481,14355,27.0
27000,482,50,27.0
27000,483,334,27.0
27000,484,27379,27.0
27000,485,19891,27.0
27000,486,718,27.0
27000,487,137,27.0
27000,488,8183,27.0
27000,491,12408,27.0
27000,492,12997,27.0
27000,493,11198,27.0
27000,511,19037,27.0
27000,512,3925,27.0
27000,515,3982,27.0
27000,517,12334,27.0
27000,518,8230,27.0
27000,519,5263,27.0
27000,521,1205,27.0
27000,522,63512,27.0
27000,523,20279,27.0
27000,524,58303,27.0
27000,525,77,27.0
27000,531,27714,27.0
27000,532,6579,27.0
27000,533,872,27.0
27000,541,163630,27.0
27000,551,81229,27.0
27000,561,128429,27.0
27000,562,6872,27.0
27000,611,230949,27.0
27000,621,156975,27.0
27000,622,129613,27.0
27000,623,111717,27.0
27000,624,99033,27.0
27000,711,12221,27.0
27000,712,2861,27.0
27000,713,36858,27.0
27000,721,35471,27.0
27000,722,198207,27.0
27000,811,22144,27.0
27000,812,28561,27.0
27000,813,34557,27.0
27000,814,4915,27.0
27000,921,73876,27.0
27000,922,23795,27.0
27000,923,15843,27.0
27000,924,8214,27.0
27000,925,2715,27.0
27000,926,7542,27.0
27000,927,1,27.0
27000,928,2071,27.0
28000,111,3626,28.0
28000,112,2814,28.0
28000,113,3003,28.0
28000,114,247,28.0
28000,115,2545,28.0
28000,211,531,28.0
28000,212,848,28.0
28000,213,2619,28.0
28000,221,9359,28.0
28000,236,8465,28.0
28000,237,11329,28.0
28000,238,24173,28.0
28000,311,24065,28.0
28000,312,0,28.0
28000,313,1001,28.0
28000,314,940,28.0
28000,315,1553,28.0
28000,316,0,28.0
28000,321,9204,28.0
28000,322,4114,28.0
28000,323,1251,28.0
28000,324,2442,28.0
28000,325,5926,28.0
28000,326,7362,28.0
28000,327,3158,28.0
28000,331,3904,28.0
28000,332,10136,28.0
28000,333,12495,28.0
28000,334,1910,28.0
28000,335,6541,28.0
28000,336,27807,28.0
28000,337,18451,28.0
28000,339,2160,28.0
28000,423,17990,28.0
28000,424,13871,28.0
28000,425,2300,28.0
28000,441,18235,28.0
28000,442,3210,28.0
28000,443,2791,28.0
28000,444,13047,28.0
28000,445,18652,28.0
28000,446,9557,28.0
28000,447,14305,28.0
28000,448,10373,28.0
28000,451,4451,28.0
28000,452,36471,28.0
28000,453,6052,28.0
28000,454,1584,28.0
28000,481,208,28.0
28000,483,987,28.0
28000,484,19482,28.0
28000,485,2457,28.0
28000,486,888,28.0
28000,487,0,28.0
28000,488,4477,28.0
28000,491,4810,28.0
28000,492,5989,28.0
28000,493,15025,28.0
28000,511,1826,28.0
28000,512,977,28.0
28000,515,1633,28.0
28000,517,5653,28.0
28000,518,870,28.0
28000,519,1199,28.0
28000,521,10,28.0
28000,522,19941,28.0
28000,523,1210,28.0
28000,524,10166,28.0
28000,525,139,28.0
28000,531,8288,28.0
28000,532,4010,28.0
28000,533,35,28.0
28000,541,34804,28.0
28000,551,11482,28.0
28000,561,64216,28.0
28000,562,3306,28.0
28000,611,109727,28.0
28000,621,54562,28.0
28000,622,61834,28.0
28000,623,31770,28.0
28000,624,28322,28.0
28000,711,1175,28.0
28000,712,626,28.0
28000,713,8442,28.0
28000,721,31208,28.0
28000,722,96143,28.0
28000,811,9588,28.0
28000,812,6874,28.0
28000,813,3705,28.0
28000,814,1054,28.0
28000,921,39442,28.0
28000,922,6343,28.0
28000,923,6995,28.0
28000,924,2630,28.0
28000,925,95,28.0
28000,926,3644,28.0
28000,927,424,28.0
28000,928,5653,28.0
28000,999,0,28.0
29000,111,4705,29.0
29000,112,4736,29.0
29000,113,247,29.0
29000,114,20,29.0
29000,115,2795,29.0
29000,211,11,29.0
29000,212,3868,29.0
29000,213,261,29.0
29000,221,18469,29.0
29000,236,27628,29.0
29000,237,23431,29.0
